"번호","사업장명","소재지전체주소","도로명전체주소","개업일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","판매점영업면적","전화번호","위치정보(X)","위치정보(Y)","상세영업상태명"
"6048","GS25 망원스카이점","서울특별시 마포구 망원동 462번지 5호 1층","서울특별시 마포구 동교로3길 105 1층 (망원동)","20170817","운영중","","","","","","","","","191078.37466900000  ","450596.01706900000  ","영업중"
"6049","CU 상봉건영점","서울특별시 중랑구 상봉동 40번지 6호","서울특별시 중랑구 신내로7나길 20 (상봉동)","20170818","운영중","","","","","","","52.8","","208382.55324100000  ","455777.12603100000  ","영업중"
"6050","GS25 묵동공룡점","서울특별시 중랑구 묵동 245번지 8호","서울특별시 중랑구 동일로 855 (묵동 산성교회)","20170818","운영중","","","","","","","68.1","","206897.55937500000  ","456364.77867300000  ","영업중"
"6051","지에스25신사미소점","서울특별시 은평구 신사동 25번지 1호","서울특별시 은평구 증산로23길 9 (신사동)","20170821","운영중","","","","","","","","","192418.10350700000  ","455309.85687700000  ","영업중"
"6052","씨유역촌대로점","서울특별시 은평구 역촌동 35번지 60호","서울특별시 은평구 연서로 54 (역촌동)","20170821","운영중","","","","","","","","384-9228","192577.44724300000  ","456051.96383800000  ","영업중"
"6053","지에스25 도곡아카데미점","서울특별시 강남구 도곡동 467번지 7호 A동 105호","서울특별시 강남구 언주로30길 21 A동 105호 (도곡동 아카데미스위트)","20170822","운영중","","","","","","","45","","204513              ","442932              ","영업중"
"6054","씨유 삼성경기고점","서울특별시 강남구 삼성동 57번지 1호","서울특별시 강남구 학동로 520 (삼성동 삼예빌딩)","20170824","운영중","","","","","","","105.79","545-9740","204930.86300900000  ","446677.52478000000  ","영업중"
"6055","씨유 숭실대중앙점","서울특별시 동작구 상도동 504번지 8호","서울특별시 동작구 상도로63길 21 (상도동)","20170824","운영중","","","","","","07027 ","56","","196162.38602600000  ","443917.37319400000  ","영업중"
"6056","씨유 상도힐점","서울특별시 동작구 상도동 283번지 28호","서울특별시 동작구 국사봉1길 166 (상도동)","20170825","운영중","","","","","","","","","194179.45997000000  ","443964.62890100000  ","영업중"
"6057","씨유 잠실로사나호텔점","서울특별시 송파구 석촌동 1번지 7호 로사나관광호텔","서울특별시 송파구 삼학사로 98 로사나관광호텔 1층 (석촌동)","20170921","운영중","","","","","","","","","208623.94184700000  ","445175.95589400000  ","영업중"
"6058","GS25 문정2호점","서울특별시 송파구 문정동 88번지 16호 굿치어펄빌딩","서울특별시 송파구 송이로34길 61 굿치어펄빌딩 1층 (문정동)","20170921","운영중","","","","","","","","","211226.56186100000  ","442773.29542500000  ","영업중"
"6059","씨유 신촌마샹스점","서울특별시 마포구 노고산동 107번지 17호","서울특별시 마포구 백범로 8 (노고산동 우정마샹스 오피스텔)","20170922","운영중","","","","","","","","","194409.52505700000  ","450499.76521500000  ","영업중"
"6060","씨유마곡미라벨점","서울특별시 강서구 마곡동 768번지 2호","서울특별시 강서구 마곡서로 101 1층 116호 (마곡동 동익드미라벨복합빌딩)","20171020","운영중","","","","","","","49.5","","184386              ","451226              ","영업중"
"6061","CU건대힐스점","서울특별시 광진구 화양동 499번지 86호 1층","서울특별시 광진구 광나루로20길 13-10 1층 (화양동)","20170927","운영중","","","","","","","49.5","","206634.29381900000  ","449635.53469200000  ","영업중"
"6062","지에스25구산역점","서울특별시 은평구 구산동 1번지 15호","서울특별시 은평구 연서로 129 (구산동)","20170927","운영중","","","","","","","","","192643.87368700000  ","456769.46982400000  ","영업중"
"6063","씨유 왕십리자이점","서울특별시 성동구 하왕십리동 999번지 7호 상가동 1112호","서울특별시 성동구 난계로 100 상가동 1층 1112호 (하왕십리동 왕십리자이)","20170928","운영중","","","","","","","","","202102.361205       ","451067.937069       ","영업중"
"6064","미니스톱 한양대학사점","서울특별시 성동구 행당동 1번지 22호 101호","서울특별시 성동구 마조로11길 19 1층 101호 (행당동 행당동 근생주택)","20170928","운영중","","","","","","","","","203479.84731900000  ","451352.59540500000  ","영업중"
"6065","GS25 북가좌한양점","서울특별시 서대문구 북가좌동 290번지 13호","서울특별시 서대문구 증가로 211 1층 101호 (북가좌동)","20170928","운영중","","","","","","","","","192510.69441400000  ","453458.04203600000  ","영업중"
"6066","미니스톱 신림고시촌점","서울특별시 관악구 신림동 1515번지 3호","서울특별시 관악구 호암로26길 53 1층 (신림동 하나독서실)","20170929","운영중","","","","","","","","","194390.65640700000  ","441225.75280600000  ","영업중"
"6067","씨유 용두동아점","서울특별시 동대문구 용두동 127번지 17호","서울특별시 동대문구 천호대로 68 (용두동 DW빌딩)","20171012","운영중","","","","","","","","922-8344","202736.37884000000  ","452681.55640200000  ","영업중"
"6068","이마트24 장위동방점","서울특별시 성북구 장위동 231번지 225호","서울특별시 성북구 장위로6길 2 1층 (장위동)","20171016","운영중","","","","","","","","","203287.36747        ","456732.125604       ","영업중"
"6069","씨유JJ올림픽점","서울특별시 송파구 방이동 89번지 11호 올림픽프라자","서울특별시 송파구 양재대로 1222 올림픽프라자 1층 92호 (방이동)","20171017","운영중","","","","","","","","","211780.33450800000  ","446337.88834800000  ","영업중"
"6070","미니스톱 송파마천점","서울특별시 송파구 마천동 183번지 46호","서울특별시 송파구 마천로51길 8 1층 (마천동)","20171018","운영중","","","","","","","","","213348.70613800000  ","444044.02367700000  ","영업중"
"6071","CU오금아남점","서울특별시 송파구 오금동 62번지 5호","서울특별시 송파구 성내천로8길 5 1층 (오금동)","20171018","운영중","","","","","","","","","212007.19882100000  ","444761.94327900000  ","영업중"
"6072","씨유 뉴화곡우리마을점","","서울특별시 강서구 강서로7길 107 1층 101호 (화곡동)","20171019","운영중","","","","","","","85.85","","186013.79557600000  ","447716.86819700000  ","영업중"
"6073","(주)코리아세븐강남중앙점","서울특별시 서초구 서초동 1308번지 12호","서울특별시 서초구 서초대로77길 35 1층 (서초동)","20171018","운영중","","","","","","","","","202234.83436800000  ","444598.42264100000  ","영업중"
"6074","(주)비지에프휴먼넷 용산앰버서더호텔점","","서울특별시 용산구 청파로20길 95 2층 (한강로3가 서울드래곤시티)","20171017","운영중","","","","","","04372 ","","","196664              ","447752              ","영업중"
"6075","GS25 국민대점","서울특별시 성북구 정릉동 654번지 34호","서울특별시 성북구 정릉로10길 22 1층 (정릉동)","20171026","운영중","","","","","","","132","02-942-7862","200029.81135400000  ","456463.60028000000  ","영업중"
"6076","씨유 제기타운점","서울특별시 동대문구 제기동 200번지 2호 1층","서울특별시 동대문구 제기로4길 41-0 1층 (제기동)","20170828","운영중","","","","","","","","923-1339","202919.14830300000  ","453894.46623200000  ","영업중"
"6077","씨유 답십리두산행운점","서울특별시 동대문구 답십리동 990번지 두산아파트상가 106호","서울특별시 동대문구 답십리로56길 21 (답십리동 두산아파트)","20170828","운영중","","","","","","","","","205353.74539100000  ","452501.21920600000  ","영업중"
"6078","세븐일레븐 동대문 센터점","서울특별시 중구 신당동 251번지 68호","서울특별시 중구 퇴계로73길 15 1층 (신당동 대보빌딩)","20170927","운영중","","","","","","","138.6","","201226.41583000000  ","451821.72426300000  ","영업중"
"6079","미니스톱 강서드림점","서울특별시 강서구 화곡동 1116번지 3호","서울특별시 강서구 화곡로 330 1층 (화곡동)","20171024","운영중","","","","","","","120","","186851.79645400000  ","450426.84431400000  ","영업중"
"6081","씨유월계서광점","","서울특별시 노원구 마들로1길 44 상가동 101호 102호 (월계동 서광아파트)","20171024","운영중","","","","","","","","","205816.32974500000  ","458230.31234100000  ","영업중"
"6082","씨유 신촌까사빌점","서울특별시 마포구 노고산동 57번지 38호","서울특별시 마포구 서강로 135 (노고산동 영화빌딩)","20171025","운영중","","","","","","","","","194293.86058300000  ","450556.82889200000  ","영업중"
"6083","GS25 사당우성","서울특별시 동작구 사당동 139번지 22호","서울특별시 동작구 동작대로27길 31 101호 (사당동)","20171031","운영중","","","","","","","24","","198253.22096500000  ","443107.62938400000  ","영업중"
"6084","GS25 대방현대점","서울특별시 동작구 대방동 502번지 대방동현대아파트","서울특별시 동작구 등용로 127 가동 102호 (대방동 대방동현대아파트)","20171031","운영중","","","","","","","","","193956.05429800000  ","445938.52736400000  ","영업중"
"6085","미니스톱 동대문역점","","서울특별시 종로구 종로 313-1 (창신동)","20171030","운영중","","","","","","","75","","201109.94339800000  ","452532.17048900000  ","영업중"
"6086","(주)코리아세븐 화곡까치산로점","서울특별시 강서구 화곡동 98번지 150호 모현빌딩","서울특별시 강서구 까치산로 29 (화곡동)","20171031","운영중","","","","","","","","","186168.78828700000  ","449234.01458900000  ","영업중"
"6087","CU 천호문구거리점","서울특별시 강동구 천호동 457번지 35호","서울특별시 강동구 올림픽로71길 20 1층 (천호동)","20171101","운영중","","","","","","","61","","210844.23510800000  ","448970.82483300000  ","영업중"
"6088","미니스톱 천호승리점","서울특별시 강동구 천호동 294번지 21호","서울특별시 강동구 구천면로 293 (천호동)","20171101","운영중","","","","","","","147","","211807.53646600000  ","449624.51782300000  ","영업중"
"6089","GS25신동아타운점","서울특별시 도봉구 방학동 531번지 신동아아파트상가동 101-2 102호","서울특별시 도봉구 방학로15길 40 상가동 101-2102호 (방학동 신동아아파트)","20171109","운영중","","","","","","","66.5","","202171.85215200000  ","462250.50075800000  ","영업중"
"6090","씨유 먹골장미점","서울특별시 중랑구 묵동 238번지 105호 1층","서울특별시 중랑구 동일로163길 10 1층 (묵동)","20171109","운영중","","","","","","","55","","206773.47566300000  ","456952.73755200000  ","영업중"
"6091","씨유방배효점","서울특별시 서초구 방배동 812번지 1호 101호 103호","서울특별시 서초구 서초대로23길 106 101호 103호 (방배동)","20171110","운영중","","","","","","","66","","199070.78285        ","443299.63449        ","영업중"
"6092","지에스25대조행운점","","서울특별시 은평구 역말로9길 7 (대조동 리모더스위트홈)","20171113","운영중","","","","","","","","","193079.71486100000  ","456908.58322000000  ","영업중"
"6093","GS25명일타운","서울특별시 강동구 명일동 325번지 11호 명일메가타운","서울특별시 강동구 구천면로 424 113114호 (명일동)","20171113","운영중","","","","","","","33","","212864.28493100000  ","450102.28531400000  ","영업중"
"6094","(주)비지에프리테일 세종대학생회관점","서울특별시 광진구 군자동 98번지 세종대학교 학생회관 지상1층","서울특별시 광진구 능동로 209 지상1층 (군자동 세종대학교 내 학생회관)","20171110","운영중","","","","","","","","02-466-4027","206714.25124000000  ","450416.56824500000  ","영업중"
"6095","미니스톱 군자세종점","서울특별시 광진구 군자동 117번지 13호 1층","서울특별시 광진구 동일로52길 21 1층 (군자동)","20171024","운영중","","","","","","","","1577-9621","206392.60662900000  ","450560.98146000000  ","영업중"
"6096","지에스25 문래임광점","","서울특별시 영등포구 선유로 71 1층 123호 (문래동6가 문래임광그대가)","20171025","운영중","","","","","","","49.6","02-3667-0617","190177.37444200000  ","446755.67359100000  ","영업중"
"6097","씨유 남대문점","서울특별시 중구 남대문로3가 85번지","서울특별시 중구 남대문로 17 (남대문로3가)","20171026","운영중","","","","","","","","02-776-7754","198025.02243500000  ","451293.04267900000  ","영업중"
"6098","GS25 종로스페이스점","서울특별시 종로구 사직동 9번지 광화문풍림스페이스본","서울특별시 종로구 사직로8길 4 202동 105호 (사직동 광화문풍림스페이스본)","20171030","운영중","","","","","","","51","02-736-1656","197323.73966000000  ","452816.77281900000  ","영업중"
"6099","미니스톱 봉천역점","서울특별시 관악구 봉천동 931번지 8호","서울특별시 관악구 남부순환로 1715 (봉천동)","20171031","운영중","","","","","","","","","194771.83305600000  ","442623.14025700000  ","영업중"
"6100","지에스25공덕제니스","","서울특별시 마포구 마포대로7길 23 지층 (공덕동)","20171113","운영중","","","","","","","","","195744.51369200000  ","449754.07826600000  ","영업중"
"6101","(주)비지에프리테일 신촌세브란스병원점","","서울특별시 서대문구 연세로 50-1 3층 (신촌동)","20171116","운영중","","","","","","","","02-2227-7820","194906.78214400000  ","451616.48949100000  ","영업중"
"6102","(주)비지에프리테일 연세암병원점","","서울특별시 서대문구 연세로 50-1 지하1층 (신촌동)","20171116","운영중","","","","","","","","","194906.78214400000  ","451616.48949100000  ","영업중"
"6103","GS25 역삼소망점","서울특별시 강남구 역삼동 608번지 12호 103104호","서울특별시 강남구 봉은사로26길 26 103104호 (역삼동)","20171116","운영중","","","","","","","52","","202976.10319800000  ","445108.22291600000  ","영업중"
"6104","지에스25 대림도신로점","서울특별시 영등포구 대림동 605번지 28호","서울특별시 영등포구 도신로 36 1층 (대림동)","20171116","운영중","","","","","","","66.1","02-831-7407","190898.79689600000  ","445016.21030600000  ","영업중"
"6105","(주)코리아세븐 관악으뜸점","서울특별시 관악구 신림동 257번지 1호","서울특별시 관악구 호암로22길 56 1층 (신림동)","20171117","운영중","","","","","","","","","194320.85736500000  ","441017.66642300000  ","영업중"
"6106","씨유 장한평스타힐스점","서울특별시 성동구 용답동 238번지 12호 서희스타힐스리버파크 101호","서울특별시 성동구 가람길 287 101호 (용답동)","20171117","운영중","","","","","","","","","206080              ","450823              ","영업중"
"6107","세븐일레븐 후암삼거리점","","서울특별시 용산구 후암로 80-1 (후암동)","20171117","운영중","","","","","","","","","197941.12174300000  ","450399.79805800000  ","영업중"
"6108","지에스25서초교대역점","서울특별시 서초구 서초동 1692번지 1호 동익성봉빌딩","서울특별시 서초구 서초대로 301 1층 (서초동)","20171117","운영중","","","","","","","101.08","","201283.12297100000  ","443875.03770400000  ","영업중"
"6109","미니스톱 신길점","서울특별시 영등포구 신길동 363번지 5호 세흥빌딩","서울특별시 영등포구 도림로 322 1층 (신길동)","20171121","운영중","","","","","","","19.09","","191325.58050500000  ","445212.42523800000  ","영업중"
"6110","씨유신월라이프","서울특별시 양천구 신월동 109번지 1호 삼동아파트","서울특별시 양천구 월정로31길 27 105~106호 (신월동 삼동아파트)","20171121","운영중","","","","","","","","","185218.24892500000  ","448235.04517100000  ","영업중"
"6112","씨유 개봉목감천점","","서울특별시 구로구 개봉로2길 69 (개봉동)","20170414","운영중","","","","","","","75.9","","187542.15196900000  ","443196.27919000000  ","영업중"
"6113","씨유 개봉삼환점","","서울특별시 구로구 남부순환로95길 54 상가동 111112호 (개봉동 삼환아파트)","20170724","운영중","","","","","","","52.8","","187234.57879400000  ","443983.95226600000  ","영업중"
"6114","(주)이마트24 퇴계로점","서울특별시 중구 충무로5가 20번지 29호","서울특별시 중구 퇴계로 247 12층 (충무로5가)","20171030","운영중","","","","","","","","","199937.45800400000  ","451456.41344300000  ","영업중"
"6115","GS25 정릉아리랑점","서울특별시 성북구 정릉동 522번지","서울특별시 성북구 아리랑로19나길 4 1층 (정릉동)","20171101","운영중","","","","","","","","","200948.41121600000  ","455864.98387300000  ","영업중"
"6116","365플러스  수유대성점","서울특별시 강북구 수유동 24번지 1호","서울특별시 강북구 삼양로98길 32 1층 (수유동)","20171012","운영중","","","","","","","","","201673.83315500000  ","459897.07092800000  ","영업중"
"6117","씨유 미아행복점","서울특별시 강북구 미아동 131번지 1호","서울특별시 강북구 도봉로38길 10 1층 (미아동)","20171025","운영중","","","","","","","","","202500.92710200000  ","458111.67672300000  ","영업중"
"6118","세븐일레븐 강북사일구역점","서울특별시 강북구 우이동 72번지 63호","서울특별시 강북구 삼양로 518 1층 (우이동)","20171025","운영중","","","","","","","","","201236.28023100000  ","461074.88760000000  ","영업중"
"6119","세븐일레븐 명륜성대점","서울특별시 종로구 명륜1가 72번지 3호 소석빌딩","서울특별시 종로구 성균관로 48-2 (명륜1가)","20171113","운영중","","","","","","","80","","199711.82017700000  ","454137.91070300000  ","영업중"
"6120","지에스25녹번푸르지오점","서울특별시 은평구 녹번동 281번지 북한산푸르지오아파트","서울특별시 은평구 통일로 660 상가동 211~215호 (녹번동 북한산푸르지오아파트)","20171117","운영중","","","","","","","","","194412              ","456258              ","영업중"
"6121","지에스25불광역점","서울특별시 은평구 불광동 267번지 1호 경일빌딩","서울특별시 은평구 통일로 750 (불광동)","20171117","운영중","","","","","","","","356-9695","193701.52458700000  ","456974.27638400000  ","영업중"
"6122","㈜코리아세븐 신도림미림점","서울특별시 구로구 신도림동 397번지 2호","서울특별시 구로구 신도림로 20 1층 105호 (신도림동)","20171117","운영중","","","","","","","30","","189279.53982100000  ","445243.72101200000  ","영업중"
"6123","GS25 북가좌타운점","서울특별시 서대문구 북가좌동 329번지 1호 서머나교회","서울특별시 서대문구 증가로31길 1 1층 (북가좌동)","20171122","운영중","","","","","","","","","192171.93847700000  ","453776.64058500000  ","영업중"
"6124","GS25 도선쉐르빌점","서울특별시 성동구 도선동 69번지 성동삼성쉐르빌 101동 103호","서울특별시 성동구 무학로6길 50 101동 103호 (도선동 성동삼성쉐르빌)","20171123","운영중","","","","","","","33","2298-1994","203113.46894700000  ","451674.07676500000  ","영업중"
"6125","GS25 독산골드파크점","","서울특별시 금천구 벚꽃로 30 205동 118호 (독산동 금천롯데캐슬골드파크2차)","20171129","운영중","","","","","","","","","","","영업중"
"6126","이마트24 강동암사점","서울특별시 강동구 암사동 477번지 27호","서울특별시 강동구 구천면로 343 (암사동)","20171129","운영중","","","","","","","","","212106.76569200000  ","450034.76174100000  ","영업중"
"6127","(주)코리아세븐 광희본점","","서울특별시 중구 마른내로 146 (쌍림동)","20171129","운영중","","","","","","","","","200296              ","451377              ","영업중"
"6128","GS25 미아송중점","서울특별시 강북구 미아동 90번지 33호","서울특별시 강북구 오현로 10 1층 (미아동)","20171130","운영중","","","","","","","","","202752.51534100000  ","457417.51089700000  ","영업중"
"6129","GS25 가양우성점","서울특별시 강서구 가양동 1480번지 5호 이스타빌1차","서울특별시 강서구 양천로57길 10-20 104호 (가양동)","20171204","운영중","","","","","","","82.5","","187012.99429300000  ","451464.76365800000  ","영업중"
"6130","GS25 신월제일점","","서울특별시 양천구 곰달래로14길 10 1층 (신월동)","20171206","운영중","","","","","","","","","185667.90068800000  ","447758.38973700000  ","영업중"
"6131","세븐일레븐월계두산점","","서울특별시 노원구 마들로5길 25 1동 104호 (월계동)","20171206","운영중","","","","","","","","","204647              ","459859              ","영업중"
"6132","GS25 목동10단지점","서울특별시 양천구 신정동 311번지 목동신시가지아파트10단지","서울특별시 양천구 목동서로 400 상가A동 101호 (신정동 목동신시가지아파트10단지)","20171115","운영중","","","","","","","","","187734.85279700000  ","446630.79156500000  ","영업중"
"6133","투쎄븐편의점","","서울특별시 중구 장충단로 249-10 1층 2호 (을지로6가)","20171115","운영중","","","","","","","99.17","02-2272-5273","200684.03934900000  ","451972.60291400000  ","영업중"
"6134","씨유마포염리점","","서울특별시 마포구 독막로42길 7 103호 (염리동)","20171115","운영중","","","","","","","73","","195244.41986800000  ","449318.48972400000  ","영업중"
"6135","(주)코리아세븐 문정수성점","서울특별시 송파구 문정동 640번지 7호","서울특별시 송파구 정의로8길 13 102호 (문정동)","20171117","운영중","","","","","","","","","210259              ","442635              ","영업중"
"6136","세븐일레븐 석촌불광점","서울특별시 송파구 석촌동 182번지","서울특별시 송파구 백제고분로39길 38 (석촌동)","20171120","운영중","","","","","","","","","209130.12369200000  ","445337.34446300000  ","영업중"
"6137","씨유녹번제일점","서울특별시 은평구 녹번동 141번지 1호","서울특별시 은평구 진흥로 148 (녹번동)","20180104","운영중","","","","","","","","353-5122","193498.41395300000  ","456542.64585000000  ","영업중"
"6138","미니스톱 도곡비전점","서울특별시 강남구 도곡동 467번지 19호 현대비전21 지층 101호","서울특별시 강남구 언주로30길 10 현대비전21 지층층 101호 (도곡동)","20180105","운영중","","","","","","","111","","204559.44521000000  ","443100.12786900000  ","영업중"
"6139","지에스25 역삼로점","서울특별시 강남구 역삼동 831번지 11호 서울빌딩 102호","서울특별시 강남구 강남대로 338 서울빌딩 102호 (역삼동)","20180118","운영중","","","","","","","113.48","","202690.80473800000  ","443771.96486600000  ","영업중"
"6140","미니스톱 도곡드림점","서울특별시 강남구 도곡동 416번지 5호","서울특별시 강남구 논현로38길 32 1층 (도곡동)","20180118","운영중","","","","","","","55","","203914.24115700000  ","442879.97105700000  ","영업중"
"6141","세븐일레븐은평신사행운점","서울특별시 은평구 신사동 12번지 15호","서울특별시 은평구 갈현로1길 24-1 (신사동)","20180129","운영중","","","","","","","","","191829.11095500000  ","455563.55618800000  ","영업중"
"6142","CU 성수발전길점","서울특별시 성동구 성수동2가 277번지 56호 1층","서울특별시 성동구 아차산로 135 1층 (성수동2가)","20180201","운영중","","","","","","","","465-6465","205211.14671300000  ","449382.90021600000  ","영업중"
"6143","지에스25 외대2점","서울특별시 동대문구 이문동 288번지 39호","서울특별시 동대문구 휘경로 10 (이문동)","20180206","운영중","","","","","","","","","205392.20963500000  ","455157.84655300000  ","영업중"
"6144","(주)코리아세븐 역삼세브란스점","서울특별시 강남구 역삼동 782번지 28호 1층 3호","서울특별시 강남구 논현로64길 33 1층 3호 (역삼동)","20180214","운영중","","","","","","","","","203823.08323600000  ","443845.62892800000  ","영업중"
"6145","씨유 상암푸르지오점","서울특별시 마포구 상암동 1596번지 상암DMC푸르지오시티 S-City 102호","서울특별시 마포구 월드컵북로54길 25 상암DMC푸르지오시티 S-City 1층 102호 (상암동)","20180214","운영중","","","","","","","","","190144.892942       ","453302.0499         ","영업중"
"6146","씨유우면에코리치점","서울특별시 서초구 우면동 766번지","서울특별시 서초구 양재대로2길 116-6 102호 103호 (우면동)","20180220","운영중","","","","","","","69.3","","201301              ","439382              ","영업중"
"6147","지에스25서울팔래스","서울특별시 서초구 반포동 63번지 1호 쉐라톤서울팔래스강남호텔","서울특별시 서초구 사평대로 160 주차동 B-102호 (반포동)","20180228","운영중","","","","","","","66","","200218.77984000000  ","444664.24855700000  ","영업중"
"6148","GS25 문정제일점","서울특별시 송파구 문정동 25번지 6호","서울특별시 송파구 동남로6길 17 1층 (문정동)","20180322","운영중","","","","","","","","","211062.96881200000  ","443275.58563700000  ","영업중"
"6149","지에스(GS)25 잠실삼전로점","서울특별시 송파구 잠실동 340번지 미우빌딩","서울특별시 송파구 백제고분로20길 13-11 미우빌딩 1층 101 102 103호 (잠실동)","20180322","운영중","","","","","","","","02-424-1604","207654.57864000000  ","444879.64195100000  ","영업중"
"6150","씨유 중화일동점","서울특별시 중랑구 중화동 118번지 1층","서울특별시 중랑구 봉화산로 81 1층 (중화동)","20171011","운영중","","","","","","","55","","207364.12535300000  ","455822.99184300000  ","영업중"
"6151","씨유 상봉무지개점","서울특별시 중랑구 상봉동 300번지 2호 1층","서울특별시 중랑구 상봉중앙로 62 1층 (상봉동)","20171019","운영중","","","","","","","82","","207714.73277100000  ","455914.38990600000  ","영업중"
"6152","GS25 면목지구점","서울특별시 중랑구 면목동 140번지 52호 1층","서울특별시 중랑구 겸재로15길 44 1층 (면목동 대일마트)","20171019","운영중","","","","","","","85","","207227.15678800000  ","454309.63525200000  ","영업중"
"6153","㈜코리아세븐 신월하나점","","서울특별시 양천구 남부순환로66길 17 (신월동)","20171024","운영중","","","","","","","","","185341.80301200000  ","447048.28148500000  ","영업중"
"6154","(주)코리아세븐 티마크호텔명동점","서울특별시 중구 회현동1가 194번지 15호 티마크 그랜드 호텔 명동","서울특별시 중구 퇴계로 52 (회현동1가)","20171030","운영중","","","","","","","","02-3284-8129","198104.28847200000  ","450988.07962800000  ","영업중"
"6155","GS25 구로디지탈점","서울특별시 구로구 구로동 184번지 1호 우림이비지센터2차","서울특별시 구로구 디지털로33길 12 112호 (구로동)","20171030","운영중","","","","","","","49.5","","190816.46542800000  ","443016.97772800000  ","영업중"
"6156","지에스25 송파세원점","서울특별시 송파구 송파동 93번지","서울특별시 송파구 백제고분로42길 24 1층 (송파동)","20171113","운영중","","","","","","","","","209788.29739400000  ","445021.74754100000  ","영업중"
"6157","세븐일레븐 고척중앙점","서울특별시 구로구 고척동 43번지 41호","서울특별시 구로구 경인로47길 126-5 1층 (고척동)","20171123","운영중","","","","","","","51.8","","187915.75734300000  ","445028.95253700000  ","영업중"
"6158","씨유 영등포달빛점","서울특별시 영등포구 영등포동 618번지 68호","서울특별시 영등포구 영신로19길 5-4 1층 1호 (영등포동)","20171123","운영중","","","","","","","52.9","02-833-7514","191800.52100900000  ","446076.38953600000  ","영업중"
"6159","GS25목동프라자점","서울특별시 양천구 신정동 323번지 17호 밀레니엄프라자","서울특별시 양천구 목동동로 55 104호 (신정동 밀레니엄프라자)","20171127","운영중","","","","","","","","","187746.81883300000  ","446236.02897200000  ","영업중"
"6160","씨유응암신사점","서울특별시 은평구 신사동 23번지 8호","서울특별시 은평구 증산로 467 (신사동)","20171127","운영중","","","","","","","","375-6177","192505.02092900000  ","455372.18433200000  ","영업중"
"6161","씨유갈현선정점","서울특별시 은평구 갈현동 522번지 43호","서울특별시 은평구 갈현로23길 25 (갈현동)","20171127","운영중","","","","","","","","","192204.52372600000  ","457555.71104900000  ","영업중"
"6162","이마트24 성수왕십리로점","서울특별시 성동구 성수동1가 671번지 188호 1층","서울특별시 성동구 왕십리로 133 1층 (성수동1가)","20171129","운영중","","","","","","","","","203892.97969900000  ","449996.26010300000  ","영업중"
"6163","씨유이태원힐점","","서울특별시 용산구 우사단로4길 1 1층 (이태원동)","20171128","운영중","","","","","","","","790-6455","199711.77713200000  ","448000.83623900000  ","영업중"
"6164","씨유 강동오네뜨점","서울특별시 강동구 길동 339번지 4호","서울특별시 강동구 천중로49길 32-17 1층 102호 (길동)","20171130","운영중","","","","","","","141","","212747.80433200000  ","449213.53384200000  ","영업중"
"6165","세븐일레븐 신림지영점","서울특별시 관악구 신림동 462번지 5호 트윈타워","서울특별시 관악구 관천로 91 1층 (신림동)","20171201","운영중","","","","","","","","","193157.29494600000  ","443019.71353000000  ","영업중"
"6166","GS25 염창 세빛","서울특별시 강서구 염창동 272번지 21호 대경캐슬","서울특별시 강서구 공항대로65길 51 1층 101호 (염창동 대경캐슬)","20171201","운영중","","","","","","","66","","188510.57060800000  ","450099.91593500000  ","영업중"
"6167","지에스25독바위역점","서울특별시 은평구 불광동 13번지 31호 금강빌딩","서울특별시 은평구 불광로 131 (불광동)","20171201","운영중","","","","","","","","","194066.40430200000  ","457664.14822900000  ","영업중"
"6168","미니스톱 대림성심병원점","서울특별시 영등포구 대림동 946번지 1호 대림동현대아파트","서울특별시 영등포구 시흥대로187길 12 104호 (대림동 대림동현대아파트)","20171201","운영중","","","","","","","49.6","","191880.67037100000  ","443734.98626900000  ","영업중"
"6169","지에스25 신풍래미안2호점","서울특별시 영등포구 신길동 2039번지 래미안에스티움","서울특별시 영등포구 신풍로 77 상가B동 119호 (신길동 래미안에스티움)","20171201","운영중","","","","","","","29.8","","192329              ","444241              ","영업중"
"6170","GS25 마포당인점","","서울특별시 마포구 토정로 13-1 1층 (합정동)","20171130","운영중","","","","","","","","","192261.72353200000  ","449594.17903800000  ","영업중"
"6171","씨유강일재화점","서울특별시 강동구 강일동 684번지 강일리버파크6단지아파트","서울특별시 강동구 아리수로94길 19 101호 (강일동 강일리버파크6단지아파트)","20171204","운영중","","","","","","","56","","215661.22262300000  ","451725.94156400000  ","영업중"
"6172","GS25 미아한솔점","서울특별시 강북구 미아동 791번지 17호","서울특별시 강북구 도봉로67길 50 (미아동)","20171204","운영중","","","","","","","","02-989-5840","201931.08705300000  ","458906.64282000000  ","영업중"
"6173","씨유 등촌호서점","서울특별시 강서구 등촌동 679번지","서울특별시 강서구 강서로56가길 69 1층 (등촌동)","20171205","운영중","","","","","","","132","","185902.20928500000  ","451466.73556000000  ","영업중"
"6174","씨유종로공평점","","서울특별시 종로구 삼봉로 100 1층 1호 (공평동)","20171205","운영중","","","","","","03158 ","46.45","02-734-7397","198472.60195100000  ","452486.07345200000  ","영업중"
"6175","지에스25 문래트리플렉스점","서울특별시 영등포구 문래동3가 46번지 트리플렉스","서울특별시 영등포구 문래북로 116 103호 (문래동3가)","20171205","운영중","","","","","","","49.6","","190920.825149       ","446361.461376       ","영업중"
