index,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,약국영업면적,인허가구분명,지정일자,전화번호,x축,y축,상세영업상태명,구별
3594,윈플러스약국,서울특별시 강남구 대치동 507번지 윈플러스상가  108호,서울특별시강남구남부순환로2936,20051101,운영중,0.0,약국,20051101.0,568-3240,37.4933099,127.0619031,영업중,강남구
3595,수약국,서울특별시 강남구 역삼동 757번지 역삼래미안상가동 104호,서울특별시강남구선릉로69길19,20051111,운영중,0.0,약국,20051111.0,563-1601,37.4972705,127.05022890000001,영업중,강남구
3596,압구정소망약국,서울특별시 강남구 신사동 619번지 6호,서울특별시강남구언주로173길19,20051129,운영중,0.0,약국,20051129.0,518-7270,37.527832000000004,127.0318799,영업중,강남구
3597,구마을약국,서울특별시 강남구 개포동 167번지 4호 108호,서울특별시강남구선릉로30,20051228,운영중,0.0,약국,20051228.0,576-4469,37.4824356,127.0611639,영업중,강남구
3598,엠플러스약국,서울특별시 강남구 역삼동 825번지 9호 지하1층,서울특별시강남구강남대로378,20060112,운영중,0.0,약국,20060112.0,558-9799,37.49661629999999,127.0286189,영업중,강남구
3599,강남제일약국,서울특별시 강남구 역삼동 646번지 9호,서울특별시강남구테헤란로139,20060220,운영중,0.0,약국,20060220.0,555-7790,37.5003619,127.03433030000001,영업중,강남구
3600,녹십자옵티마약국,서울특별시 강남구 개포동 1184번지 1층,서울특별시강남구논현로10길24,20060306,운영중,49.58,약국,20060306.0,576-2720,37.4746471,127.05048810000001,영업중,강남구
3601,제이약국,서울특별시 강남구 역삼동 821번지 B101호,서울특별시강남구테헤란로101,20060310,운영중,0.0,약국,20060310.0,566-1259,37.49862529999999,127.02802849999999,영업중,강남구
3602,동호약국,서울특별시 강남구 대치동 997번지 11호 1층 1호,서울특별시강남구테헤란로114길16,20060328,운영중,0.0,약국,20060328.0,567-3935,37.5085394,127.06655239999999,영업중,강남구
3603,역삼라이프약국,서울특별시 강남구 역삼동 627번지 지하1층,서울특별시강남구테헤란로25길59,20060424,운영중,37.33,약국,20060424.0,554-6881,37.5042701,127.0341442,영업중,강남구
3604,프라임엠약국,서울특별시 강남구 대치동 961번지 1층 일부,서울특별시강남구삼성로352,20060425,운영중,33.2,약국,20060425.0,3288-9772,37.5030018,127.05908319999999,영업중,강남구
3605,삼성정문약국,서울특별시 강남구 일원동 715번지 1호 신영프라자 109호,서울특별시강남구일원로95,20120314,운영중,47.65,약국,20120314.0,3412-4416,37.485671200000006,127.08354250000001,영업중,강남구
3606,영진약국,서울특별시 강남구 청담동 44번지 11호 원영빌딩 1층 일부,서울특별시강남구학동로421,20120402,운영중,20.15,약국,20120402.0,545-3121,37.5183546,127.04625349999999,영업중,강남구
3607,은하약국,서울특별시 강남구 역삼동 761번지 18호 108-2호,서울특별시강남구언주로314,20120402,운영중,27.39,약국,20120402.0,563-2889,37.4958588,127.0464594,영업중,강남구
3608,싱싱약국,서울특별시 강남구 역삼동 683번지 10호 1층 일부,서울특별시강남구선릉로567,20120613,운영중,46.2,약국,20120613.0,070-8851-3202,37.5090479,127.0440555,영업중,강남구
3609,코끼리약국,서울특별시 강남구 논현동 2번지 KBL센터 지하101호,서울특별시강남구도산대로110,20120716,운영중,107.6,약국,20120716.0,512-0380,37.5162405,127.0210061,영업중,강남구
3610,압구정스타약국,서울특별시 강남구 신사동 572번지 2호 102호,서울특별시강남구압구정로20길15,20120719,운영중,24.18,약국,20120719.0,548-9467,37.524830200000004,127.02537279999999,영업중,강남구
3611,매봉약국,서울특별시 강남구 도곡동 196번지 1호 1층,서울특별시강남구남부순환로2725,20060426,운영중,0.0,약국,20060426.0,572-8007,37.4861846,127.04404840000002,영업중,강남구
3612,한솔인유로온누리약국,서울특별시 강남구 역삼동 755번지 한솔필리아 2층 25호,서울특별시강남구역삼로310,20060508,운영중,0.0,약국,20060508.0,3453-8171,37.4992239,127.048424,영업중,강남구
3613,은혜온누리약국,서울특별시 강남구 대치동 500번지 우성아파트상가 117호 118호,서울특별시강남구남부순환로2912,20060727,운영중,0.0,약국,20060727.0,564-5674,37.49087479999999,127.05730849999999,영업중,강남구
3614,두리약국,서울특별시 강남구 일원동 684번지 1층,서울특별시강남구일원로35,20060821,운영중,0.0,약국,20060821.0,445-3188,37.490594200000004,127.0811744,영업중,강남구
3615,역삼이화약국,서울특별시 강남구 역삼동 769번지 1층,서울특별시강남구논현로340,20060908,운영중,0.0,약국,20060908.0,3288-8620,37.495726899999994,127.03962709999999,영업중,강남구
3616,행복한수약국,서울특별시 강남구 역삼동 814번지 1호 2층 일부,서울특별시강남구강남대로446,20060912,운영중,15.56,약국,20060912.0,558-7430,37.502351899999994,127.02593540000001,영업중,강남구
3617,메디칼미래약국,서울특별시 강남구 개포동 186번지 1호 306호,서울특별시강남구삼성로38,20061127,운영중,57.12,약국,20061127.0,445-1342,37.48865,127.0668327,영업중,강남구
3618,비원약국,서울특별시 강남구 신사동 591번지 1층 일부,서울특별시강남구논현로824,20061215,운영중,30.68,약국,20061215.0,541-6939,37.521959499999994,127.02854380000001,영업중,강남구
3619,테헤란한서약국,서울특별시 강남구 역삼동 718번지 1호 1층 1호,서울특별시강남구테헤란로206,20061229,운영중,0.0,약국,20061229.0,569-2775,37.501032200000004,127.03885009999999,영업중,강남구
3620,행복한온누리약국,서울특별시 강남구 도곡동 544번지 107호,서울특별시강남구도곡로184,20070126,운영중,0.0,약국,20070126.0,578-8791,37.4916919,127.03972399999999,영업중,강남구
3621,은마수약국,서울특별시 강남구 대치동 316번지 은마상가에이블럭 174호,서울특별시강남구삼성로212,20070205,운영중,0.0,약국,20070205.0,501-2085,37.4974576,127.06532649999998,영업중,강남구
3622,하나약국,서울특별시 강남구 신사동 616번지 2호 우미빌딩 208호,서울특별시강남구압구정로224,20070511,운영중,0.0,약국,20070511.0,543-6650,37.5285242,127.0321345,영업중,강남구
3623,나리약국,서울특별시 강남구 대치동 1022번지 2호 105호,서울특별시강남구도곡로442,20070517,운영중,0.0,약국,20070517.0,565-6645,37.4979285,127.058811,영업중,강남구
3624,자연애약국,서울특별시 강남구 삼성동 117번지 105호,서울특별시강남구봉은사로474,20070602,운영중,0.0,약국,20070602.0,567-8413,37.512283399999994,127.05175459999998,영업중,강남구
3625,강남우리온누리약국,서울특별시 강남구 삼성동 141번지 33호 리치타워 101호,서울특별시강남구테헤란로403,20070611,운영중,0.0,약국,20070611.0,572-1452,37.5050515,127.04949690000001,영업중,강남구
3626,온정약국,서울특별시 강남구 논현동 216번지 5호 외 2필지 1층일부,서울특별시강남구논현로648,20070627,운영중,26.2,약국,20070627.0,3446-2147,37.511557700000004,127.03226200000002,영업중,강남구
3627,성일온누리약국,서울특별시 강남구 신사동 609번지 1호 미승빌딩 302호 일부,서울특별시강남구압구정로30길23,20070702,운영중,25.35,약국,20070702.0,546-3906,37.5258525,127.029481,영업중,강남구
3628,드림약국,서울특별시 강남구 논현동 34번지 21호 지하1층 일부,서울특별시강남구논현로717,20120802,운영중,10.75,약국,20120802.0,548-3856,37.515921500000005,127.0295236,영업중,강남구
3629,스카이약국,서울특별시 강남구 역삼동 765번지 2호 백림빌딩 2층 일부,서울특별시강남구선릉로63길9,20120813,운영중,17.28,약국,20120813.0,553-8890,37.4971161,127.05142509999999,영업중,강남구
3630,세코아약국,서울특별시 강남구 역삼동 642번지 9호 송촌빌딩 703-1호,서울특별시강남구논현로503,20120816,운영중,15.26,약국,20120816.0,552-6861,37.5012296,127.03631299999999,영업중,강남구
3631,더블유스토어삼성약국,서울특별시 강남구 삼성동 163번지 1층 일부,서울특별시강남구봉은사로640,20120907,운영중,52.08,약국,20120907.0,539-5275,37.5148027,127.0653104,영업중,강남구
3632,청담본약국,서울특별시 강남구 청담동 71번지 25호 1층 일부,서울특별시강남구학동로97길20,20120924,운영중,32.56,약국,20120924.0,540-1038,37.5211309,127.05536229999998,영업중,강남구
3633,동보옵티마약국,서울특별시 강남구 도곡동 550번지 2호 1층,서울특별시강남구도곡로14길16,20120927,운영중,55.2,약국,20120927.0,566-4428,37.4899391,127.0371558,영업중,강남구
3634,역삼태평양약국,서울특별시 강남구 역삼동 650번지 18호 1층,서울특별시강남구논현로564,20121008,운영중,99.87,약국,20121008.0,3453-4954,37.506286100000004,127.034625,영업중,강남구
3635,화이트영약국,서울특별시 강남구 논현동 58번지 7호 1층 일부,서울특별시강남구학동로177,20121030,운영중,68.69,약국,20121030.0,3446-8664,37.5141463,127.0302717,영업중,강남구
3636,옵티마미소약국,서울특별시 강남구 역삼동 650번지 여송빌딩 1층 일부,서울특별시강남구논현로570,20121123,운영중,36.6,약국,20121123.0,554-1383,37.5070923,127.0342662,영업중,강남구
3637,팜스약국,서울특별시 강남구 역삼동 642번지 10호 1층 1호,서울특별시강남구논현로509,20121128,운영중,21.3,약국,20121128.0,552-8284,37.5018927,127.03607379999998,영업중,강남구
3638,준약국,서울특별시 강남구 논현동 55번지 3호 지하1층 일부,서울특별시강남구학동로121,20121222,운영중,38.18,약국,20121222.0,516-5357,37.5148554,127.033969,영업중,강남구
3639,메디팜정연약국,서울특별시 강남구 도곡동 952번지 대우양재디오빌  103호,서울특별시강남구강남대로256,20121231,운영중,41.92,약국,20121231.0,522-5925,37.486424,127.0334977,영업중,강남구
3640,세곡리엔약국,서울특별시 강남구 세곡동 세곡택지개발지구 근생 2블록 2-1 2로트 1층 108호,서울특별시강남구헌릉로570길34,20130108,운영중,31.08,약국,20130108.0,445-8604,37.466266,127.11678729999998,영업중,강남구
3641,유니팜서울약국,서울특별시 강남구 역삼동 822번지 4호 1층,서울특별시강남구테헤란로109,20130227,운영중,35.4,약국,20130227.0,556-7886,37.4987872,127.02897859999999,영업중,강남구
3642,정온누리약국,서울특별시 강남구 대치동 938번지 22호 104호,서울특별시강남구도곡로409,20130318,운영중,40.56,약국,20130318.0,501-9112,37.497330700000006,127.0551532,영업중,강남구
3643,청담메디웰약국,서울특별시 강남구 청담동 48번지 7호 로데오프라자  105호,서울특별시강남구삼성로772,20130325,운영중,65.87,약국,20130325.0,540-4324,37.5235471,127.04801450000001,영업중,강남구
3644,오월애약국,서울특별시 강남구 신사동 501번지 신사미타워 102호,서울특별시강남구강남대로616,20130325,운영중,26.73,약국,20130325.0,544-0519,37.516839399999995,127.01977659999999,영업중,강남구
3645,강남허브약국,서울특별시 강남구 논현동 241번지 3호 SK허브빌딩  109호,서울특별시강남구학동로342,20130329,운영중,43.29,약국,20130329.0,3014-9272,37.516721999999994,127.04082079999999,영업중,강남구
3646,장약국,서울특별시 강남구 논현동 209번지 삼환아르누보  B109호,서울특별시강남구학동로224,20130429,운영중,37.2,약국,20130429.0,070-8808-8547,37.5144457,127.03348940000001,영업중,강남구
3647,삼성일신약국,서울특별시 강남구 삼성동 142번지 46호 1층 일부,서울특별시강남구테헤란로421,20130501,운영중,76.35,약국,20130501.0,538-1018,37.5059362,127.0525135,영업중,강남구
3648,영양과건강약국,서울특별시 강남구 논현동 143번지 은훈빌딩 202호,서울특별시강남구강남대로532,20130513,운영중,28.38,약국,20130513.0,3445-6625,37.5095209,127.0224682,영업중,강남구
3649,스템약국,서울특별시 강남구 청담동 120번지 3호 1층,서울특별시강남구도산대로507,20130620,운영중,13.22,약국,20130620.0,548-8781,37.524710799999994,127.04852120000001,영업중,강남구
3650,청담수약국,서울특별시 강남구 청담동 45번지 4호 102호,서울특별시강남구학동로423,20130624,운영중,80.58,약국,20130624.0,548-8322,37.5183881,127.04661740000002,영업중,강남구
3651,파랑새약국,서울특별시 강남구 일원동 684번지 6호 대청빌딩 1층,서울특별시강남구일원로47,20130701,운영중,137.15,약국,20130701.0,3412-1555,37.4897196,127.0815605,영업중,강남구
3652,청담이화약국,서울특별시 강남구 삼성동 7번지 3호 래미안삼성2차아파트상가동 209호,서울특별시강남구선릉로130길20,20130723,운영중,30.06,약국,20130723.0,545-2929,37.5161739,127.04345890000002,영업중,강남구
3653,강남백세약국,서울특별시 강남구 대치동 1021번지 2호 1층 일부,서울특별시강남구도곡로448,20130902,운영중,127.6,약국,20130902.0,566-3138,37.4980721,127.05953410000001,영업중,강남구
3654,신사약국,서울특별시 강남구 신사동 513번지 1호 1층 101호,서울특별시강남구도산대로109,20130909,운영중,69.47,약국,20130909.0,514-3704,37.516825399999995,127.0204826,영업중,강남구
3655,도세영약국,서울특별시 강남구 도곡동 902번지 59호 1층 일부,서울특별시강남구남부순환로363길12-9,20130909,운영중,20.35,약국,20130909.0,571-0651,37.486317,127.03849469999999,영업중,강남구
3656,기쁨주는약국,서울특별시 강남구 수서동 715번지 수서빌딩 2층 일부,서울특별시강남구광평로281,20131017,운영중,29.9,약국,20131017.0,6181-3933,37.4879723,127.1026505,영업중,강남구
3657,압구정길약국,서울특별시 강남구 신사동 548번지 2호 종화빌딩 1층 101호,서울특별시강남구압구정로130,20131018,운영중,46.47,약국,20131018.0,070-8844-1195,37.5241034,127.02290239999999,영업중,강남구
3658,도심공항약국,서울특별시 강남구 삼성1동 159번지 6호 2층 D-1호,서울특별시강남구테헤란로87길22,20131204,운영중,19.63,약국,20131204.0,554-4906,37.509594799999995,127.05942920000001,영업중,강남구
3659,굿케어약국,서울특별시 강남구 논현동 111번지 20호 1층 일부,서울특별시강남구선릉로719,20140102,운영중,20.09,약국,20140102.0,543-8204,37.51891079999999,127.04039909999999,영업중,강남구
3660,올리브약국,서울특별시 강남구 논현동 241번지 70호 상경빌딩 지하1층,서울특별시강남구선릉로669,20140102,운영중,51.03,약국,20140102.0,511-9262,37.5165849,127.04124329999999,영업중,강남구
3661,가로수길약국,서울특별시 강남구 신사동 528번지 3호,서울특별시강남구압구정로108,20140306,운영중,41.58,약국,20140306.0,518-4201,37.522849799999996,127.0205872,영업중,강남구
3662,하늘온누리약국,서울특별시 강남구 삼성동 107번지 5층 일부,서울특별시강남구영동대로602,20140401,운영중,38.62,약국,20140401.0,3443-3359,37.514579600000005,127.06058600000001,영업중,강남구
3663,비타민약국,서울특별시 강남구 신사동 584번지 외 1필지 3층일부,서울특별시강남구논현로839,20070806,운영중,0.0,약국,20070806.0,2668-1805,37.5236141,127.0279273,영업중,강남구
3664,참좋은약국,서울특별시 강남구 삼성동 158번지 10호 마젤란21상가 103호,서울특별시강남구테헤란로87길17,20070831,운영중,0.0,약국,20070831.0,508-1363,37.508668799999995,127.0583335,영업중,강남구
3665,포인트약국,서울특별시 강남구 논현동 3번지 1호 논현빌딩 1층 일부,서울특별시강남구도산대로118,20070903,운영중,15.68,약국,20070903.0,547-3196,37.5165111,127.02180459999998,영업중,강남구
3666,샘약국,서울특별시 강남구 역삼동 707번지 34호 외 11필지 한신인터밸리24 102호,서울특별시강남구테헤란로322,20071001,운영중,0.0,약국,20071001.0,558-3347,37.503206,127.04656840000001,영업중,강남구
3667,스타약국,서울특별시 강남구 도곡동 957번지 11호 2층,서울특별시강남구남부순환로2615,20071123,운영중,0.0,약국,20071123.0,3462-3030,37.4851386,127.03585829999999,영업중,강남구
3668,강남복지약국,서울특별시 강남구 논현동 141번지 17호 1층,서울특별시강남구학동로4길8,20071203,운영중,0.0,약국,20071203.0,2698-3459,37.5108874,127.0228598,영업중,강남구
3669,압구정늘푸른약국,서울특별시 강남구 신사동 638번지 2호 반도상가 101호,서울특별시강남구압구정로306,20080131,운영중,33.88,약국,20080131.0,516-8753,37.5288159,127.03473970000002,영업중,강남구
3670,렉슬약국,서울특별시 강남구 도곡동 527번지 3호 도곡렉슬상가 B103호,서울특별시강남구선릉로225,20080204,운영중,0.0,약국,20080204.0,576-6441,37.495294200000004,127.05266040000001,영업중,강남구
3671,역삼약국,서울특별시 강남구 역삼동 834번지 101호,서울특별시강남구역삼로128,20080317,운영중,0.0,약국,20080317.0,555-3877,37.4938919,127.033717,영업중,강남구
3672,해오름약국,서울특별시 강남구 삼성동 49번지 7호 1층,서울특별시강남구봉은사로73길5,20080501,운영중,0.0,약국,20080501.0,545-7617,37.512772999999996,127.0506648,영업중,강남구
3673,한티약국,서울특별시 강남구 도곡동 527번지 3호 지하1층 133호,서울특별시강남구선릉로225,20080506,운영중,0.0,약국,20080506.0,574-2575,37.495294200000004,127.05266040000001,영업중,강남구
3674,행복온누리약국,서울특별시 강남구 개포동 1258번지 5호 반석빌딩 1층 일부,서울특별시강남구개포로231,20080506,운영중,81.9,약국,20080506.0,574-8376,37.478970600000004,127.0479358,영업중,강남구
3675,태양약국,서울특별시 강남구 신사동 574번지 3호 110호,서울특별시강남구압구정로150,20080616,운영중,0.0,약국,20080616.0,3442-4492,37.5253244,127.02532,영업중,강남구
3676,더블유수약국,서울특별시 강남구 신사동 639번지 1호 1층,서울특별시강남구압구정로316,20080806,운영중,0.0,약국,20080806.0,512-2165,37.528674,127.0360132,영업중,강남구
3677,퍼스트약국,서울특별시 강남구 대치1동 507번지 2호 대치퍼스트상가 304-1호,서울특별시강남구삼성로155,20080818,운영중,16.58,약국,20080818.0,565-3501,37.4938946,127.06290790000001,영업중,강남구
3678,삼성수약국,서울특별시 강남구 삼성동 155번지 11호 1층,서울특별시강남구삼성로96길11,20080930,운영중,0.0,약국,20080930.0,555-5505,37.5089169,127.0567955,영업중,강남구
3679,동의온누리약국,서울특별시 강남구 역삼동 776번지 20호 1층,서울특별시강남구논현로330,20081013,운영중,0.0,약국,20081013.0,501-4397,37.4947454,127.04003780000001,영업중,강남구
3680,신사수약국,서울특별시 강남구 신사동 576번지 7호 1층 일부,서울특별시강남구압구정로28길28,20140429,운영중,18.76,약국,20140429.0,542-8032,37.5247342,127.02749979999999,영업중,강남구
3681,메디팜압구정약국,서울특별시 강남구 신사동 597번지 4호 명진빌딩 1층 101호,서울특별시강남구논현로160길13,20140507,운영중,59.16,약국,20140507.0,547-7585,37.522720899999996,127.0290916,영업중,강남구
3682,논현사랑약국,서울특별시 강남구 논현동 116번지 7호 1층 일부,서울특별시강남구학동로313,20140516,운영중,44.76,약국,20140516.0,549-1820,37.516224,127.03742340000002,영업중,강남구
3683,진약국,서울특별시 강남구 논현동 278번지 3호 1층 일부,서울특별시강남구봉은사로333,20140523,운영중,18.22,약국,20140523.0,3445-8572,37.5104745,127.04297520000001,영업중,강남구
3684,희영온누리약국,서울특별시 강남구 삼성동 50번지 2호 힐스테이트상가2단지상가동 204-1,서울특별시강남구봉은사로471,20140623,운영중,30.78,약국,20140623.0,547-1950,37.5126811,127.05123259999999,영업중,강남구
3685,이레약국,서울특별시 강남구 대치동 922번지 24호 201-2호,서울특별시강남구선릉로314,20140630,운영중,28.73,약국,20140630.0,557-4244,37.4977778,127.0523689,영업중,강남구
3686,강남리더스약국,서울특별시 강남구 세곡동 581번지 1층 105호,서울특별시강남구헌릉로569,20140805,운영중,52.19,약국,20140805.0,3414-8001,37.466266,127.11678729999998,영업중,강남구
3687,드림케어약국,서울특별시 강남구 신사동 579번지 3호 베네하임시티 1층  107호,서울특별시강남구압구정로162,20140811,운영중,31.68,약국,20140811.0,070-8840-2878,37.5262971,127.0274535,영업중,강남구
3688,이즈약국,서울특별시 강남구 신사동 597번지 15호 금강빌딩 1층,서울특별시강남구논현로164길14,20140813,운영중,53.82,약국,20140813.0,541-4101,37.5233951,127.02944939999999,영업중,강남구
3689,이층엔약국,서울특별시 강남구 자곡동 596번지 강남더샵라르고오피스텔 210호,서울특별시강남구자곡로201,20140822,운영중,28.47,약국,20140822.0,2226-2212,37.4835321,127.10398020000001,영업중,강남구
3690,골드로즈약국,서울특별시 강남구 대치동 890번지 59호 선릉역롯데골드로즈2  318일부호,서울특별시강남구선릉로86길31,20140903,운영중,32.4,약국,20140903.0,567-3609,37.5041284,127.0520308,영업중,강남구
3691,7층애약국,서울특별시 강남구 대치동 891번지 42호 현빌딩 7층 일부,서울특별시강남구테헤란로78길8,20140904,운영중,17.64,약국,20140904.0,567-0409,37.5055912,127.055221,영업중,강남구
3692,행복한약국,서울특별시 강남구 역삼동 719번지 4호 도원빌딩 지하1층 일부,서울특별시강남구테헤란로222,20140918,운영중,48.38,약국,20140918.0,3453-6795,37.5016208,127.0407561,영업중,강남구
3693,트리플약국,서울특별시 강남구 논현동 1번지 3호 렉스타워 1층 일부,서울특별시강남구도산대로108,20140924,운영중,32.31,약국,20140924.0,517-5256,37.516159,127.02063500000001,영업중,강남구
3694,팜엑스약국,서울특별시 강남구 삼성동 159번지 H112호,서울특별시강남구봉은사로524,20141124,운영중,54.75,약국,20141124.0,6002-3060,37.5101935,127.0585824,영업중,강남구
3695,병원약국,서울특별시 강남구 청담동 131번지 15호 신한양상가 107호,서울특별시강남구영동대로138길9,20141201,운영중,33.03,약국,20141201.0,578-9933,37.522856299999994,127.0564797,영업중,강남구
3696,미진약국,서울특별시 강남구 역삼동 825번지 미진프라자 B1-5호,서울특별시강남구강남대로390,20141201,운영중,34.2,약국,20141201.0,566-1954,37.4977735,127.02853600000002,영업중,강남구
3697,샬롬온누리약국,서울특별시 강남구 역삼동 718번지 9호 1층 일부,서울특별시강남구테헤란로28길5,20141209,운영중,46.83,약국,20141209.0,555-8678,37.500730100000006,127.0388098,영업중,강남구
3698,강남굿모닝약국,서울특별시 강남구 도곡동 957번지 11호 극동스타클래스상가 208호,서울특별시강남구남부순환로2615,20141219,운영중,72.33,약국,20141219.0,529-4155,37.4851386,127.03585829999999,영업중,강남구
3699,청담제일약국,서울특별시 강남구 청담동 132번지 풍양빌딩 101호,서울특별시강남구영동대로722,20150126,운영중,26.0,약국,20150126.0,511-2600,37.522353700000004,127.0563922,영업중,강남구
3700,아이조은약국,서울특별시 강남구 삼성동 70번지 2층,서울특별시강남구삼성로620,20150202,운영중,29.04,약국,20150202.0,02-3445-9151,37.514916,127.05261940000001,영업중,강남구
3701,오늘약국,서울특별시 강남구 대치동 941번지 23호 2층 201호 일부,서울특별시강남구도곡로449,20150212,운영중,28.67,약국,20150212.0,556-3695,37.4987921,127.05954550000001,영업중,강남구
3702,종로약국,서울특별시 강남구 대치동 939번지 20호 1층,서울특별시강남구도곡로419,20150223,운영중,90.7,약국,20150223.0,508-2450,37.4976156,127.05630090000001,영업중,강남구
3703,갤러리아온누리약국,서울특별시 강남구 신사동 664번지 7호 107호,서울특별시강남구선릉로843,20150227,운영중,37.38,약국,20150227.0,517-0129,37.527089600000004,127.04017549999999,영업중,강남구
3704,압구정드림약국,서울특별시 강남구 신사동 664번지 1호 103호,서울특별시강남구압구정로54길5,20150401,운영중,22.66,약국,20150401.0,070-4135-2497,37.5274305,127.0397695,영업중,강남구
3705,메디팜무지개약국,서울특별시 강남구 신사동 567번지 23호 1층 일부,서울특별시강남구논현로159길10,20150408,운영중,33.94,약국,20150408.0,515-7533,37.5230775,127.0273245,영업중,강남구
3706,뉴욕약국,서울특별시 강남구 역삼동 822번지 2호 1층 일부,서울특별시강남구테헤란로107,20150409,운영중,17.34,약국,20150409.0,070-4147-3039,37.4986429,127.02874080000001,영업중,강남구
3707,청담와이약국,서울특별시 강남구 청담동 118번지 17호 B104호,서울특별시강남구압구정로461,20150413,운영중,51.43,약국,20150413.0,512-7262,37.5252175,127.0472183,영업중,강남구
3708,프리모약국,서울특별시 강남구 도곡동 953번지 1호 양재SK허브프리모상가 314호,서울특별시강남구강남대로240,20150428,운영중,32.72,약국,20150428.0,529-3800,37.4852042,127.0344078,영업중,강남구
3709,신한약국,서울특별시 강남구 대치동 987번지 14호 2층 일부,서울특별시강남구도곡로515,20150430,운영중,36.05,약국,20150430.0,567-5738,37.4997342,127.0626619,영업중,강남구
3710,논현필리아약국,서울특별시 강남구 논현동 254번지 29호 1층 일부,서울특별시강남구선릉로641,20150430,운영중,51.32,약국,20150430.0,540-7582,37.5137306,127.04227069999999,영업중,강남구
3711,강남수약국,서울특별시 서초구 서초동 1304번지 2호 영신빌딩,서울특별시서초구강남대로449,20150415,운영중,35.0,약국,20150415.0,02-533-1275,37.5023817,127.0250619,영업중,서초구
3712,신청사구내약국,서울특별시 서초구 반포동 520번지 3호 조달청사별관동 지하1층,서울특별시서초구반포대로217,20150429,운영중,116.51,약국,20150429.0,02-594-9436,37.4992226,127.00325659999999,영업중,서초구
3713,민경약국,서울특별시 서초구 잠원동 12번지 18호 201호,서울특별시서초구강남대로617,20150511,운영중,28.4,약국,20150511.0,517-0072,37.516768799999994,127.0188737,영업중,서초구
3714,메디칼청실약국,서울특별시 강남구 대치동 626번지 청실상가동 112113호,서울특별시강남구남부순환로2917,20090202,운영중,63.3,약국,20090202.0,568-3597,37.493129499999995,127.059154,영업중,강남구
3715,세명약국,서울특별시 강남구 청담동 43번지 9호 원일빌딩 4층 403호,서울특별시강남구학동로411,20090223,운영중,49.77,약국,20090223.0,540-0054,37.518058200000006,127.0446996,영업중,강남구
3716,일원역약국,서울특별시 강남구 일원동 717번지 일원역구내 348-1호,서울특별시강남구일원로121,20090302,운영중,67.26,약국,20090302.0,451-8233,37.4839534,127.08441270000002,영업중,강남구
3717,서울약국,서울특별시 강남구 세곡동 124번지 2호 12호,서울특별시강남구밤고개로34길4,20090312,운영중,22.72,약국,20090312.0,2226-4343,37.464074,127.10722390000001,영업중,강남구
3718,아름다운우리약국,서울특별시 강남구 역삼1동 797번지 16호,서울특별시강남구논현로327,20090430,운영중,108.28,약국,20090430.0,564-7582,37.494423700000006,127.03959180000001,영업중,강남구
3719,화일약국,서울특별시 강남구 대치동 921번지 5호 1층 6호 7호,서울특별시강남구선릉로328,20090511,운영중,54.0,약국,20090511.0,362-8631,37.4989949,127.0518865,영업중,강남구
3720,메타팜약국,서울특별시 강남구 대치1동 606번지 1호 대치탑프라자 101호,서울특별시강남구남부순환로2941,20090702,운영중,52.4,약국,20090702.0,566-2268,37.4942138,127.0619178,영업중,강남구
3721,나무약국,서울특별시 강남구 대치4동 907-16,서울특별시강남구선릉로404,20090901,운영중,29.64,약국,20090901.0,561-2095,37.5009285,127.05097759999998,영업중,강남구
3722,한사랑약국,서울특별시 강남구 역삼1동 705번지 25호 아펙스타워 1층,서울특별시강남구선릉로513,20091113,운영중,9.24,약국,20091113.0,567-7850,37.5052409,127.04829,영업중,강남구
3723,소망온누리약국,서울특별시 강남구 논현동 241번지 1호 소망빌딩 S102호,서울특별시강남구학동로338,20091211,운영중,32.44,약국,20091211.0,543-1287,37.5164665,127.0404191,영업중,강남구
3724,열린약국,서울특별시 강남구 일원동 715번지 1호 신영프라자 1층(101호102호103호) 지하1층(1호 2호일부3호일부),서울특별시강남구일원로95,20091214,운영중,209.67,약국,20091214.0,3411-1007,37.485671200000006,127.08354250000001,영업중,강남구
3725,해맑은약국,서울특별시 강남구 도곡1동 924번지 5호,서울특별시강남구남부순환로363길13,20091231,운영중,23.76,약국,20091231.0,571-0029,37.4860446,127.03768629999999,영업중,강남구
3726,초원약국,서울특별시 강남구 논현동 237번지 11호 지하1층 3.4.5호,서울특별시강남구언주로601,20100107,운영중,59.18,약국,20100107.0,556-5656,37.508824700000005,127.03776840000002,영업중,강남구
3727,유니팜약국,서울특별시 강남구 청담동 87번지 8호,서울특별시강남구도산대로415,20100201,운영중,38.34,약국,20100201.0,546-8707,37.5237401,127.04090740000001,영업중,강남구
3728,다온약국,서울특별시 강남구 역삼동 708번지 동우빌딩 401호,서울특별시강남구테헤란로328,20100303,운영중,15.55,약국,20100303.0,568-5268,37.50367070000001,127.04766070000001,영업중,강남구
3729,참좋은선약국,서울특별시 강남구 역삼동 642번지 6호 성지하이츠3차 지하1층7호,서울특별시강남구논현로507,20100401,운영중,51.18,약국,20100401.0,3453-3501,37.5015391,127.03614280000001,영업중,강남구
3730,이도건강약국,서울특별시 강남구 삼성1동 154번지 11호 엠타워1층,서울특별시강남구테헤란로87길29,20100422,운영중,18.15,약국,20100422.0,564-3333,37.5095687,127.05796699999999,영업중,강남구
