,번호,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,약국영업면적,인허가구분명,지정일자,전화번호,위치정보(X),위치정보(Y),상세영업상태명,구별
3469,3470,해맑은약국,서울특별시 서초구 양재동 12번지 3호 대진빌딩 2층,서울특별시서초구남부순환로350길4,20030428,운영중,64.78,약국,20030428,02-579-7715,203111.3467,442766.4303,영업중,서초구
3470,3471,우리들약국,서울특별시 서초구 반포동 32번지 2호 동화반포프라자빌딩 105호,서울특별시서초구서초중앙로230,20030501,운영중,33.3,약국,20030501,02-537-9286,201063.2578,444743.5165,영업중,서초구
3471,3472,다보약국,서울특별시 서초구 서초동 1523번지 6호 1층,서울특별시서초구반포대로19길21,20030722,운영중,41.4,약국,20030722,02-525-3955,200746.6858,443063.9194,영업중,서초구
3472,3473,슈퍼빌온누리약국,서울특별시 서초구 서초동 1446번지 11호 현대슈퍼빌상가동 106호,서울특별시서초구서초중앙로15,20030929,운영중,27.03,약국,20030929,02-521-2468,201495.8053,442686.3632,영업중,서초구
3473,3474,한약국,서울특별시 서초구 반포동 706번지 10호 1층,서울특별시서초구강남대로545-4,20031230,운영중,32,약국,20031230,02-541-3838,201868.4119,445673.6661,영업중,서초구
3474,3475,버클리약국,서울특별시 서초구 반포동 2번지 8호 신반포상가 2층,서울특별시서초구신반포로15길29,20040112,운영중,19.3,약국,20040112,02-592-4222,199531.0376,445111.2929,영업중,서초구
3475,3476,홈케어방배약국,서울특별시 서초구 방배동 951번지 1호 1층,서울특별시서초구서초대로24,20041029,운영중,50.73,약국,20041029,02-585-7270,198677.9712,442889.3021,영업중,서초구
3476,3477,희망약국,서울특별시 서초구 잠원동 69번지 12호 403호,서울특별시서초구신반포로205,20041220,운영중,18.75,약국,20041220,02-591-4251,200571.2378,445283.7641,영업중,서초구
3477,3478,동해물약국,서울특별시 서초구 방배동 1546번지 1층,서울특별시서초구동광로12가길42,20050114,운영중,73.1,약국,20050114,02-594-3141,198461.2191,443118.9582,영업중,서초구
3478,3479,임마누엘온누리약국,서울특별시 서초구 방배동 773번지 4호 1층,서울특별시서초구방배로244,20050504,운영중,24.28,약국,20050504,02-534-2678,199069.9985,443935.5289,영업중,서초구
3479,3480,사랑의약국,서울특별시 서초구 잠원동 75번지 13호 반포쇼핑타운 2동 1층 1-2호,서울특별시서초구신반포로165,20051111,운영중,47.36,약국,20051111,02-3476-2273,200192.0437,445139.5298,영업중,서초구
3480,3481,스타약국,서울특별시 서초구 서초동 1305번지 3호 1층,서울특별시서초구강남대로437,20060124,운영중,14,약국,20060124,02-3481-6688,202255.8239,444655.7439,영업중,서초구
3481,3482,구룡수약국,서울특별시 서초구 양재동 5번지 1호 1층,서울특별시서초구논현로31길41,20060421,운영중,31.52,약국,20060421,02-576-9772,203652.4562,442381.0804,영업중,서초구
3482,3483,대경약국,서울특별시 서초구 잠원동 56번지 3호 107호,서울특별시서초구잠원로148,20060703,운영중,21.28,약국,20060703,02-593-4958,200889.705,446309.3093,영업중,서초구
3484,3485,소화약국,서울특별시 서초구 방배동 909번지 6호 1층,서울특별시서초구방배로83,20061016,운영중,54.81,약국,20061016,02-558-3400,199737.1912,442492.9821,영업중,서초구
3485,3486,서초삼성약국,서울특별시 서초구 서초동 1327번지 102호,서울특별시서초구서초대로74길23,20070222,운영중,45.36,약국,20070222,02-3474-0617,202395.692,444017.4471,영업중,서초구
3486,3487,남영약국,서울특별시 서초구 방배동 796번지 28호 1층,서울특별시서초구동광로75,20070313,운영중,37.5,약국,20070313,02-533-7197,199172.7537,443734.9427,영업중,서초구
3487,3488,다인약국,서울특별시 서초구 양재동 11번지 17호 한솔로이젠트  309호,서울특별시서초구남부순환로2614,20070327,운영중,12.98,약국,20070327,02-571-1317,203243.656,442781.5859,영업중,서초구
3488,3489,수정약국,서울특별시 서초구 양재동 277번지 3호 1층,서울특별시서초구논현로67,20070416,운영중,35.64,약국,20070416,02-574-8066,204054.9623,441848.2745,영업중,서초구
3489,3490,조달약국,서울특별시 서초구 반포동 63번지 7호 효성빌딩 지하1층,서울특별시서초구반포대로235,20070611,운영중,91.8,약국,20070611,02-3476-1779,200288.0447,444578.3321,영업중,서초구
3490,3491,메디팜메트로약국,서울특별시 서초구 방배동 479번지 1호,서울특별시서초구효령로2길4,20070724,운영중,40.38,약국,20070724,02-597-7586,198807.589,441877.2794,영업중,서초구
3491,3492,연세온누리약국,서울특별시 서초구 잠원동 75번지 19호 1층 11호,서울특별시서초구신반포로177,20070907,운영중,18.8,약국,20070907,02-537-8738,200301.2911,445181.0905,영업중,서초구
3492,3493,신오약국,서울특별시 서초구 서초동 1317-3 1층,서울특별시서초구강남대로61길7,20071002,운영중,25.25,약국,20071002,02-3482-3562,202294.393,444397.2735,영업중,서초구
3493,3494,보강당약국,서울특별시 서초구 반포2동 1-8 1층,서울특별시서초구신반포로143,20080321,운영중,18.2,약국,20080321,02-815-0763,200000.0904,445054.863,영업중,서초구
3494,3495,즐거운약국,서울특별시 서초구 방배본동 754-1 206호,서울특별시서초구동광로1길112,20080429,운영중,38,약국,20080429,02-536-8609,198649.287,444170.8904,영업중,서초구
3495,3496,서초로하스약국,서초동 1602번지 8호 장수빌딩 1층,서울특별시서초구서초중앙로39,20090112,운영중,47.36,약국,20090112,3471-2662,201389.6791,442870.3977,영업중,서초구
3496,3497,킴스약국,서울특별시 서초구 잠원동 70번지 1호 킴스클럽 1층,서울특별시서초구잠원로69,20080903,운영중,21.4,약국,20080903,537-5716,200636.0466,445642.9287,영업중,서초구
3497,3498,서초늘푸른약국,서울특별시 서초구 잠원동 57번지 대림아파트상가 117호,서울특별시서초구잠원로8길25,20081001,운영중,13.38,약국,20081001,534-5536,201016.2836,446102.5889,영업중,서초구
3498,3499,반포자이중앙약국,서울특별시 서초구 반포동 20번지 45호 반포자이프라자상가 408호,서울특별시서초구잠원로24,20090406,운영중,31.68,약국,20090406,535-9090,200872.9873,445293.9088,영업중,서초구
3499,3500,사당13번약국,서울특별시 서초구 방배동 445번지 5호 도양빌딩 1층,서울특별시서초구방배천로5-3,20090603,운영중,25.57,약국,20090603,585-2113,198430.642,441957.0369,영업중,서초구
3500,3501,요한약국,서울특별시 서초구 잠원동 12번지 15호,서울특별시서초구강남대로101길20,20090611,운영중,21.6,약국,20090611,552-8817,201631.8662,446380.4918,영업중,서초구
3501,3502,신논현올리브약국,서울특별시 서초구 반포동 736번지 6호 신태양빌딩 1층,서울특별시서초구강남대로507,20090715,운영중,21.3,약국,20090715,514-5530,202006.867,445300.7653,영업중,서초구
3502,3503,푸른약국,서울특별시 서초구 방배동 3001번지 2호 방배디오슈페리움 1층 101-3호,서울특별시서초구서초대로3-4,20090721,운영중,35.7,약국,20090721,599-5388,198503.916,442953.9619,영업중,서초구
3503,3504,신우성약국,서울특별시 서초구 잠원동 60번지 3호 매일종합상가  309호,서울특별시서초구잠원로4길54,20090902,운영중,53.32,약국,20090902,536-3174,201127.6604,445950.9625,영업중,서초구
3504,3505,금화온누리약국,서울특별시 서초구 반포동 18번지 3호 래미안퍼스티지중심상가 125호,서울특별시서초구반포대로287,20090907,운영중,96.7,약국,20090907,842-4484,200071.5747,444992.3379,영업중,서초구
3505,3506,자이프라자약국,서울특별시 서초구 반포동 20번지 45호 반포자이프라자상가 1층,서울특별시서초구잠원로24,20091016,운영중,39.6,약국,20091016,532-5222,200872.9873,445293.9088,영업중,서초구
3506,3507,서초미소약국,서울특별시 서초구 서초동 1553번지 5호 오퓨런스빌딩 B103호,서울특별시서초구서초대로254,20091117,운영중,30.98,약국,20091117,6250-3009,200850.8588,443618.5618,영업중,서초구
3507,3508,늘기쁜약국,서울특별시 서초구 서초동 1487번지 1호 1층,서울특별시서초구효령로200,20100104,운영중,49.5,약국,20100104,598-8291,200542.8816,442599.5991,영업중,서초구
3508,3509,양재메디칼약국,서울특별시 서초구 양재2동 377번지 3호,서울특별시서초구동산로64,20100208,운영중,127.36,약국,20100208,577-8275,204048.356,441375.606,영업중,서초구
3509,3510,아라약국,서울특별시 서초구 서초동 1317번지 20호 아라타워 111호,서울특별시서초구서초대로77길3,20100302,운영중,14.5,약국,20100302,530-8575,202343.7875,444289.2319,영업중,서초구
3510,3511,영동프라자약국,서울특별시 서초구 반포1동 722번지 38호,서울특별시서초구강남대로521-4,20100311,운영중,24.14,약국,20100311,547-0594,201955.9348,445448.2665,영업중,서초구
3512,3513,3층한사랑약국,서울특별시 서초구 반포동 18번지 3호 래미안퍼스티지중심상가 311호,서울특별시서초구반포대로287,20100427,운영중,22.61,약국,20100427,592-5775,200071.5747,444992.3379,영업중,서초구
3513,3514,메디약국,서울특별시 서초구 방배동 908번지 12호 지하1층 2호,서울특별시서초구방배로82,20100504,운영중,18.51,약국,20100504,587-4959,199806.6299,442487.4155,영업중,서초구
3514,3515,서초21세기약국,서울특별시 서초구 잠원동 72번지 2호 반원상가 1층,서울특별시서초구신반포로23길30,20100702,운영중,43.2,약국,20100702,534-1127,200313.407,445479.2147,영업중,서초구
3515,3516,햇살약국,서울특별시 서초구 서초동 1334번지 신동아아파트상가 101호,서울특별시서초구사임당로138,20100719,운영중,24.91,약국,20100719,581-4534,202191.8761,443521.0793,영업중,서초구
3516,3517,서원약국,서울특별시 서초구 반포1동 30번지 지하철9호선 사평역 지하1층,서울특별시서초구사평대로지하,20100824,운영중,30.18,약국,20100824,3477-1840,201364.7287,444965.8165,영업중,서초구
3517,3518,진약국,서울특별시 서초구 서초1동 1673번지 1호 인앤인빌딩 102호,서울특별시서초구서초대로302,20101006,운영중,43.2,약국,20101006,597-6245,201299.5656,443807.0977,영업중,서초구
3518,3519,숨온누리약국,서울특별시 서초구 방배1동 897번지 2호 102호,서울특별시서초구서초대로114,20101116,운영중,38.08,약국,20101116,581-4242,199539.1334,443144.5712,영업중,서초구
3519,3520,수약국,서울특별시 서초구 방배동 1823번지 가나안빌딩 5층,서울특별시서초구동작대로134,20101202,운영중,25.38,약국,20101202,3478-2929,198477.1101,443239.8741,영업중,서초구
3520,3521,서초아트약국,서울특별시 서초구 서초동 1583번지 10호 서초아트자이상가 201-12호,서울특별시서초구반포대로58,20110106,운영중,35.48,약국,20110106,5885951,201049.8301,442945.9073,영업중,서초구
3521,3522,현대영약국,서울특별시 서초구 서초동 1319번지 13호 서초현대타워 4층,서울특별시서초구강남대로375,20110106,운영중,24,약국,20110106,5255143,202463.0489,444099.1214,영업중,서초구
3522,3523,반포소망약국,서울특별시 서초구 반포동 52번지 7호 진일빌딩 3층,서울특별시서초구서초중앙로227,20110127,운영중,27.06,약국,20110127,533-3186,201011.7413,444711.1443,영업중,서초구
3523,3524,두리약국,서울특별시 서초구 서초동 1337번지 17호 보원빌딩 201호,서울특별시서초구사임당로180,20110302,운영중,22.04,약국,20110302,583-9305,202588.2459,443680.8845,영업중,서초구
3524,3525,영약국,서울특별시 서초구 서초동 1306번지 8호 대동빌딩 8층,서울특별시서초구강남대로415,20110304,운영중,17.53,약국,20110304,533-3321,202329.1435,444455.648,영업중,서초구
3525,3526,이수온누리약국,서울특별시 서초구  3001번지 1호 디오슈페리움2차 304호,서울특별시서초구동작대로108,20110311,운영중,37.08,약국,20110311,3483-2551,198462.6075,442960.5535,영업중,서초구
3526,3527,사랑약국,서울특별시 서초구 반포2동 18번지 4호 래미안 퍼스티지 신반포역상가 2층 210호,서울특별시서초구신반포로100,20110318,운영중,23.46,약국,20110318,533-5675,199619.2455,444846.5171,영업중,서초구
3527,3528,메디팜 동양약국,서울특별시 서초구 서초동 1332번지 2호 대한무지개종합상가 404호,서울특별시서초구사임당로151,20110429,운영중,32,약국,20110429,582-8943,202291.3013,443641.3974,영업중,서초구
3528,3529,태남약국,서울특별시 서초구 잠원동 72번지 3호 태남빌딩 303호,서울특별시서초구잠원로3길40,20110530,운영중,25.62,약국,20110530,532-5456,200323.4927,445415.6512,영업중,서초구
3529,3530,나은약국,서울특별시 서초구 방배3동 478번지 18호,서울특별시서초구남부순환로287길9-1,20110530,운영중,25.37,약국,20110530,583-8616,198896.1832,441873.5886,영업중,서초구
3530,3531,강남사랑약국,서울특별시 서초구 방배동 478번지 1호 1층,서울특별시서초구효령로12,20110613,운영중,63.4,약국,20110613,523-9775,198826.542,441937.2686,영업중,서초구
3531,3532,비타민약국,서울특별시 서초구 방배동 1024번지 1호 방배쇼핑센터 2층 2호,서울특별시서초구방배로32,20110914,운영중,21.73,약국,20110914,584-1308,200033.0922,442044.6458,영업중,서초구
3532,3533,신명성약국,서울특별시 서초구 반포4동 92번지 12호,서울특별시서초구서래로8길1,20111013,운영중,34.5,약국,20111013,532-7722,199873.737,444364.9165,영업중,서초구
3533,3534,기린약국,서울특별시 서초구 반포동 20번지 45호 반포자이중심상가 130호,서울특별시서초구잠원로24,20111207,운영중,23.01,약국,20111207,,200872.9873,445293.9088,영업중,서초구
3534,3535,다사랑약국,서울특별시 서초구 서초동 1320번지 10호 삼성전자빌딩 지하2층,서울특별시서초구서초대로74길11,20111208,운영중,66.24,약국,20111208,581-5773,202380.0543,444130.7986,영업중,서초구
3535,3536,방배대한약국,서울특별시 서초구 방배4동 1547번지 방배예다인 107호,서울특별시서초구동작대로118,20120227,운영중,40.18,약국,20120227,596-1776,198473.932,443061.8887,영업중,서초구
3536,3537,이든약국,서울특별시 서초구 양재동 1번지 26호 성문빌딩,서울특별시서초구남부순환로2636,20120306,운영중,14.45,약국,20120306,575-6738,203452.6991,442827.5609,영업중,서초구
3537,3538,위드팜솔약국,서울특별시 서초구 반포동 118번지 3호,서울특별시서초구사평대로205,20120525,운영중,121.13,약국,20120525,02-6282-5134,200693.7077,445002.71,영업중,서초구
3538,3539,드림약국,서울특별시 서초구 서초동 1657번지 2호 한림빌딩,서울특별시서초구서초중앙로124,20120611,운영중,44.1,약국,20120611,522-5776,201249.4661,443710.9206,영업중,서초구
3539,3540,녹십자약국,서울특별시 서초구 방배동 852번지 16호,서울특별시서초구방배로25길4,20120823,운영중,58,약국,20120823,533-5287,199341.1731,443266.342,영업중,서초구
3540,3541,남부장수약국,서울특별시 서초구 양재동 377번지 1호,서울특별시서초구동산로60,20120903,운영중,49.24,약국,20120903,572-4935,204017.6783,441363.8005,영업중,서초구
3541,3542,교대사랑약국,서울특별시 서초구 서초동 1689번지 6호,서울특별시서초구서초대로335,20120906,운영중,90,약국,20120906,3477-0312,201599.3202,443980.0214,영업중,서초구
3542,3543,스마일약국,서울특별시 서초구 방배동 1751번지 안석빌딩,서울특별시서초구동작대로132,20120924,운영중,47.52,약국,20120924,02-532-5427,198476.2065,443201.0477,영업중,서초구
3543,3544,에이스온누리약국,서울특별시 서초구 방배동 984번지 1호,서울특별시서초구방배로76,20121112,운영중,46.2,약국,20121112,02-525-6623,199846.5812,442413.1664,영업중,서초구
3544,3545,메딕스약국,서울특별시 서초구 반포동 32번지 1호,서울특별시서초구고무래로,20130128,운영중,42.4,약국,20130128,02-537-0671,201074.7541,444772.9529,영업중,서초구
3545,3546,에이티약국,서울특별시 서초구 양재동 232번지,서울특별시서초구강남대로27,20130403,운영중,16.24,약국,20130403,3411-1632,203710.7854,440984.195,영업중,서초구
3546,3547,다솜약국,서울특별시 서초구 반포동 1189번지,서울특별시서초구신반포로41,20130501,운영중,40.15,약국,20130501,02-596-0693,199030.1464,444722.0105,영업중,서초구
3547,3548,영보서초프라자약국,서울특별시 서초구 방배동 908번지 8호,서울특별시서초구방배로88,20130710,운영중,211.6,약국,20130710,3463-7777,199769.1276,442545.5068,영업중,서초구
3548,3549,대영약국,서울특별시 서초구 잠원동 50번지 2호 설악복지센타 125호,서울특별시서초구잠원로14길29,20130723,운영중,17.4,약국,20130723,02-591-9888,201365.8018,446485.7588,영업중,서초구
3549,3550,세진약국,서울특별시 서초구 서초동 1573번지 10호,서울특별시서초구서초중앙로125,20130801,운영중,14.58,약국,20130801,02-533-3528,201186.6964,443728.3389,영업중,서초구
3550,3551,늘푸른약국,서울특별시 서초구 서초동 1542번지 13호 지층102호,서울특별시서초구반포대로114,20130906,운영중,31.5,약국,20130906,02-597-4425,200772.1701,443447.6774,영업중,서초구
3551,3552,소망약국,서울특별시 서초구 서초동 1603번지 1호 306호,서울특별시서초구서초중앙로42,20130911,운영중,28.68,약국,20130911,02-598-6335,201437.8707,442935.5219,영업중,서초구
3552,3553,세화약국,서울특별시 서초구 반포2동 18번지 4호 래미안퍼스티지신반포역상가 406호,서울특별시서초구신반포로100,20131031,운영중,25.84,약국,20131031,02-3478-9656,199619.2455,444846.5171,영업중,서초구
3553,3554,기쁨약국,서울특별시 서초구 서초동 1342번지 15호 1층,서울특별시서초구효령로396,20131230,운영중,22.94,약국,20131230,02-522-4527,202407.8193,443161.3134,영업중,서초구
3554,3555,브라운스톤약국,서울특별시 서초구 서초동 1677번지 1호 브라운스톤 1층 105호,서울특별시서초구서초대로334,20140102,운영중,20,약국,20140102,02-598-2545,201617.5218,443917.1895,영업중,서초구
3555,3556,서초온누리약국,서울특별시 서초구 서초동 1673번지 10호 소망빌딩 지하1층,서울특별시서초구서초대로310,20140102,운영중,31.2,약국,20140102,02-584-6075,201374.8276,443836.0539,영업중,서초구
3556,3557,모닝온누리약국,서울특별시 서초구 서초동 1329번지 8호 삼원빌딩 지하1층,서울특별시서초구강남대로341,20140303,운영중,35.75,약국,20140303,070-7767-6407,202596.5829,443755.9069,영업중,서초구
3557,3558,평강약국,서울특별시 서초구 서초동 1687번지 2호 중앙서초플라자  306호,서울특별시서초구서초중앙로24길55,20140326,운영중,45.92,약국,20140326,070-7458-0303,201714.7095,444071.8547,영업중,서초구
3558,3559,이층은약국,서울특별시 서초구 반포동 32번지 2호 동화반포프라자상가 2층 208호,서울특별시서초구서초중앙로230,20140407,운영중,44.53,약국,20140407,02-533-2440,201063.2578,444743.5165,영업중,서초구
3559,3560,플러스엔약국,서울특별시 서초구 서초동 1330번지 20호 애니타워 102호,서울특별시서초구강남대로53길7,20140523,운영중,25.5,약국,20140523,511-7255,202499.1045,443867.906,영업중,서초구
3560,3561,초록약국,서울특별시 서초구 우면동 66번지 2호 세신상가 501호,서울특별시서초구바우뫼로7길8,20140702,운영중,48,약국,20140702,02-576-3647,202245.1894,441269.6634,영업중,서초구
3561,3562,메디칼약국,서울특별시 서초구 방배동 925번지 10호 방배메디칼빌딩 1층,서울특별시서초구방배로115,20140901,운영중,16.4,약국,20140901,02-587-2529,199593.6671,442771.8495,영업중,서초구
3562,3563,세븐약국,서울특별시 서초구 서초동 1553번지 3호 스타갤러리브릿지 703호,서울특별시서초구서초대로240,20140904,운영중,29,약국,20140904,02-598-7753,200737.88,443569.3134,영업중,서초구
3563,3564,이화바이오약국,서울특별시 서초구 반포동 32번지 2호 408호,서울특별시서초구서초중앙로230,20141201,운영중,42.8,약국,20141201,02-532-3252,201063.2578,444743.5165,영업중,서초구
3564,3565,반포다정약국,서울특별시 서초구 반포동 1번지 8호 경남쇼핑센터 5층 513-1호,서울특별시서초구신반포로143,20141215,운영중,25.2,약국,20141215,070-4409-7582,200000.0904,445054.863,영업중,서초구
3565,3566,양재팜24약국,서울특별시 서초구 양재동 13번지 9호 1층,서울특별시서초구남부순환로350길36,20150102,운영중,30,약국,20150102,02-581-8224,203203.0779,442650.6437,영업중,서초구
3566,3567,강남약국,서울특별시 서초구 서초동 1303번지 31호 리젠타워 지하1층 102호,서울특별시서초구강남대로463,20150210,운영중,36.45,약국,20150210,070-7755-2030,202161.647,444887.0289,영업중,서초구
3567,3568,새드림약국,서울특별시 서초구 서초동 1305번지 5호,서울특별시서초구강남대로435,20150216,운영중,8.75,약국,20150216,070-8841-0063,202260.2326,444635.1253,영업중,서초구
3568,3569,아크로비스타약국,서울특별시 서초구 서초동 1685번지 3호 아크로비스타 지하1층 지하에이-132호,서울특별시서초구서초중앙로188,20150325,운영중,28,약국,20150325,02-532-0740,201197.177,444399.5805,영업중,서초구
3569,3570,희병약국,서울특별시 강남구 논현동 277번지 1층,서울특별시강남구봉은사로43길8,20011231,운영중,0,약국,20011231,545-0429,203532.1713,445592.7993,영업중,강남구
3570,3571,영지약국,서울특별시 강남구 청담동 50번지 3호 1층,서울특별시강남구도산대로92길6,20020103,운영중,0,약국,20020103,547-3443,204445.426,447176.9018,영업중,강남구
3571,3572,메디칼희민약국,서울특별시 강남구 대치동 1001번지 6호 1층,서울특별시강남구영동대로86길10,20020110,운영중,0,약국,20020110,558-6731,205738.5842,445372.0727,영업중,강남구
3572,3573,지영온누리약국,서울특별시 강남구 대치2동 994번지 8호 서림상가 101호,서울특별시강남구영동대로221,19811020,운영중,0,약국,19811020,554-5621,206023.4035,444357.2787,영업중,강남구
3573,3574,참약국,서울특별시 강남구 일원본동 715번지 1호 지하1층 103호,서울특별시강남구일원로95,20020124,운영중,181.8,약국,20020124,3412-2577,207387.072,442924.3241,영업중,강남구
3574,3575,정성온누리약국,서울특별시 강남구 도곡1동 942-2 (1층),서울특별시강남구도곡로120,20020204,운영중,30,약국,20020204,554-6979,202966.8254,443376.0698,영업중,강남구
3575,3576,성지프라자약국,서울특별시 강남구 역삼동 642번지 6호 외 5필지 성지하이츠3차  지하1층 5호,서울특별시강남구논현로507,20020207,운영중,0,약국,20020207,565-5646,203197.1538,444679.9321,영업중,강남구
3576,3577,금강약국,서울특별시 강남구 압구정동 426번지 현대아파트 9차상가 1-7호,서울특별시강남구압구정로151,19820527,운영중,0,약국,19820527,544-5527,202312.1725,447844.3583,영업중,강남구
3577,3578,삼우약국,서울특별시 강남구 개포동 186번지 3호 101호,서울특별시강남구개포로82길11,20020514,운영중,0,약국,20020514,3411-0841,205964.6551,443236.3816,영업중,강남구
3578,3579,민생약국,서울특별시 강남구 논현2동 211번지 11호,서울특별시강남구언주로125길6,19821113,운영중,0,약국,19821113,547-7903,203073.0855,445972.371,영업중,강남구
3579,3580,우창약국,서울특별시 강남구 논현1동 193번지 8호,서울특별시강남구논현로113길13,19821130,운영중,0,약국,19821130,549-9536,202836.0406,445424.094,영업중,강남구
3580,3581,새휘정약국,서울특별시 강남구 청담동 134번지 20호 삼익상가 102호,서울특별시강남구학동로101길26,19830308,운영중,0,약국,19830308,542-1910,205093.5751,446996.7681,영업중,강남구
3581,3582,서울온누리약국,서울특별시 강남구 대치동 901번지 67호,서울특별시강남구역삼로77길23,20020705,운영중,0,약국,20020705,3453-9557,204945.8846,444945.9497,영업중,강남구
3582,3583,베스트약국,서울특별시 강남구 대치동 939번지 28호 1층 일부,서울특별시강남구도곡로423,20020708,운영중,27.39,약국,20020708,511-3239,205020.5185,444262.4729,영업중,강남구
3583,3584,개포영광약국,서울특별시 강남구 개포1동 660번지 4호  주공A1단지종합상가 131호,서울특별시강남구개포로310,19830618,운영중,0,약국,19830618,572-9012,205447.9123,442725.4631,영업중,강남구
3584,3585,굿윌압구정약국,서울특별시 강남구 신사동 610번지 1층 101호,서울특별시강남구압구정로30길12,20020722,운영중,0,약국,20020722,547-7411,202570.6142,447468.1167,영업중,강남구
3585,3586,해림온누리약국,서울특별시 강남구 역삼동 737번지 강남파이낸스센터 지하2층,서울특별시강남구테헤란로152,20020802,운영중,62.95,약국,20020802,2112-2911,203228.2899,444507.4427,영업중,강남구
3586,3587,창현약국,서울특별시 강남구 신사동 665번지 6호,서울특별시강남구선릉로815,19830623,운영중,19.25,약국,19830623,542-7658,203476.4088,447264.6422,영업중,강남구
3587,3588,솔잎약국,서울특별시 강남구 개포동 12번지 4호 석탑프라자 308-1호,서울특별시강남구개포로615,20020916,운영중,0,약국,20020916,445-8928,206684.2837,443691.9568,영업중,강남구
3588,3589,양월약국,서울특별시 강남구 개포동 186번지 5호 장우빌딩 105106호,서울특별시강남구개포로82길13-11,19840203,운영중,45.38,약국,19840203,2226-5987,206024.1241,443257.3626,영업중,강남구
3589,3590,동인프라자온누리약국,서울특별시 강남구 수서동 713번지 수서현대벤쳐빌 117-2호,서울특별시강남구밤고개로1길10,20021012,운영중,69.46,약국,20021012,3411-3388,209007.9377,443179.5818,영업중,강남구
3590,3591,일번지약국,서울특별시 강남구 역삼동 824번지 11호 한라클래식오피스텔  106호,서울특별시강남구강남대로84길23,20021018,운영중,0,약국,20021018,567-2501,202686.8552,444186.0057,영업중,강남구
3591,3592,서이약국,서울특별시 강남구 도곡동 467번지 14호 외 2필지 지하1층,서울특별시강남구언주로30길39,20021022,운영중,0,약국,20021022,2057-4555,204706.1873,443256.4281,영업중,강남구
3592,3593,생명샘약국,서울특별시 강남구 청담동 46번지 19호 1층,서울특별시강남구학동로433,20021206,운영중,0,약국,20021206,3444-6609,204271.2066,446587.5694,영업중,강남구
3593,3594,메트로약국,서울특별시 강남구 도곡동 467번지 6호 대림아크로빌 B동 102호,서울특별시강남구언주로30길13,20021224,운영중,0,약국,20021224,529-2304,204547.1429,443232.9783,영업중,강남구
3594,3595,이삼성약국,서울특별시 강남구 일원동 687번지 소림빌딩 1층,서울특별시강남구일원로53,20030103,운영중,0,약국,20030103,3412-1254,207235.0911,443315.5647,영업중,강남구
3595,3596,사랑약국,서울특별시 강남구 개포동 12번지 4호 석탑프라자 2층,서울특별시강남구개포로615,20030218,운영중,0,약국,20030218,3411-9305,206684.2837,443691.9568,영업중,강남구
3596,3597,독수리약국,서울특별시 강남구 일원동 715번지 1호 106호,서울특별시강남구일원로95,20030321,운영중,36.05,약국,20030321,02-459-8863,207387.072,442924.3241,영업중,강남구
3597,3598,동현당약국,서울특별시 강남구 논현동 105번지,서울특별시강남구언주로146길18,19850424,운영중,23.43,약국,19850424,547-8207,203314.6823,446749.6064,영업중,강남구
3598,3599,성심약국,서울특별시 강남구 개포동 1258번지 1호,서울특별시강남구개포로223,20030324,운영중,30.6,약국,20030324,3463-0689,204179.7722,442167.9484,영업중,강남구
3599,3600,수서메디칼약국,서울특별시 강남구 수서동 수서현대벤쳐빌 210호,서울특별시강남구밤고개로1길10,20030416,운영중,0,약국,20030416,2040-6799,209007.9377,443179.5818,영업중,강남구
3600,3601,대치필리아약국,서울특별시 강남구 대치동 935번지 36호 104호,서울특별시강남구도곡로63길12,20030502,운영중,0,약국,20030502,508-6116,204816.2497,444261.3922,영업중,강남구
3601,3602,건강한세상행복한약국,서울특별시 강남구 논현동 199번지 외1필지 대남빌딩 1층,서울특별시강남구강남대로488,20030613,운영중,0,약국,20030613,545-0026,202145.2938,445159.0049,영업중,강남구
3602,3603,온누리구인당약국,서울특별시 강남구 대치동 511번지 한보미도종합상가 110호,서울특별시강남구삼성로150,19850222,운영중,16.81,약국,19850222,552-5550,206155.5215,444031.0088,영업중,강남구
3603,3604,트리스약국,서울특별시 강남구 논현동 63번지 21호 1층,서울특별시강남구언주로147길6,20030701,운영중,87.87,약국,20030701,541-4545,202978.0636,446734.8851,영업중,강남구
3604,3605,사랑의약국,서울특별시 강남구 수서동 713번지 수서현대벤쳐빌 219호,서울특별시강남구밤고개로1길10,20030901,운영중,0,약국,20030901,2040-7933,209007.9377,443179.5818,영업중,강남구
3605,3606,서울메디약국,서울특별시 강남구 대치4동 908번지 2호   104호,서울특별시강남구역삼로406,20030909,운영중,45.6,약국,20030909,501-5063,204568.2768,444573.1597,영업중,강남구
3606,3607,은약국,서울특별시 강남구 삼성동 120번지 18호,서울특별시강남구삼성로549,19860906,운영중,19.22,약국,19860906,557-7676,204798.2217,445682.0698,영업중,강남구
3607,3608,로데오약국,서울특별시 강남구 신사동 665번지 1호 외1필지 한양타운빌딩 1층,서울특별시강남구선릉로823,20031104,운영중,0,약국,20031104,540-4091,203481.8695,447346.1993,영업중,강남구
3608,3609,선능약국,서울특별시 강남구 역삼동 682번지 17호 1층,서울특별시강남구봉은사로54길9,20031118,운영중,0,약국,20031118,555-8475,203867.7911,445546.1484,영업중,강남구
